sample_no,source,source_subtype,review_id,review_date,stay_date,author,profile,rating,bath_score,language,is_onsen_related,bath_area_tags,matched_keywords,room_or_plan,title,body,source_url,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
46,Jalan,jalan_archive,12309348,2022/4/2,,,,,5,ja,True,private_bath,温泉,,料理が最高！！,友達の誕生日祝いで利用させていただきました！ お出迎えから接客も良かったです。部屋も広々で、テレビでYouTubeをみたりもできて良かったです！！ 料理も夕食も朝食も最高においしかったです。温泉も貸し切りで雰囲気もよかったです☆ また利用したいなと思いました！,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
47,Jalan,jalan_archive,12308396,2022/4/1,,,,,4,ja,True,room_open_air_bath,風呂;露天;半露天;時間,,お部屋の雰囲気がとても良かった,彼女との交際2周年を記念して、宿泊させて頂きました。とても良かった。 半露天風呂付きのお部屋は、雰囲気が落ち着いており、のんびりとした時間を過ごさせて頂きました。仲居さんは優しい方で、サービスが行き届いています。 特に、夕食の酢味噌で味付けされた鱶が美味しくて忘れられません。 私は普段コメントはしないのですが、今回ビールをサービスして頂くのと交換にクチコミを投稿させて頂きました。 彼女もまた行きたいと気に入った様子なので、大変満足です。お世話になりました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
48,Jalan,jalan_archive,12306369,2022/3/31,,,,,4,ja,False,,,,若い従業員,若い従業員ばかりですが、もてなし等よかった。道の駅等を質問したら、後で詳細も教えて頂きました。 知人に料理の写真を送ったら「美味しそう」と返信がきました。確かに美味しかった。記帳精算等部屋で、できよかった。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
49,Jalan,jalan_archive,12283978,2022/3/16,,,,,4,ja,True,private_bath,風呂;湯,,毎年の旅行,初めて宿泊した宿でしたが、良かったです! 宿に着くと出迎えも有り、気持ち良く入ることが出来ました。スタッフの対応も良くしっかり教育出来てるなと思いました。 朝夕部屋食でしたが、汁物が少し冷めてたのが残念でしたが、料理は良かったです! 風呂も3箇所貸し切りになっていて、全部入りました。 別府の湯は最高です!癒やされますね! 桜が咲く頃にもう一度行きたいですね!,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
50,Jalan,jalan_archive,12277104,2022/3/12,,,,,5,ja,True,facility_wide,風呂,,子供への配慮に感謝,一歳になる子供のバースデー旅行でした。ベビーチェアやオムツ用のゴミ箱が準備してありました。又 離乳食温める時や煮沸消毒などの声かけもして頂きました。寝る時にはアンパンマンの枕まで準備して頂きました。 夕食も豪華でお腹も心もいっぱいでした。私は朝風呂が最高って感じでした(^^) 子供が大きくなったらまた行きたいなーと思います♪,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
51,Jalan,jalan_archive,12241321,2022/2/13,,,,,5,ja,True,private_bath,風呂;露天;貸切;時間,,リフレッシュできました！,聞こえるのは川の流れだけ。静かにゆったりと過ごすことができました。 ウェルカムドリンクは、お抹茶と一口サイズの桜餅をお部屋で。夕食も朝食も美味しいだけでなく、美しい盛り付けで目でも楽しめました。 貸切露天もお部屋の露天風呂も、時間を忘れて楽しむことができました。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
52,Jalan,jalan_archive,12231311,2022/2/4,,,,,5,ja,True,facility_wide,風呂,,大満足の旅行でした！,彼氏との旅行でこちらの旅館に泊まらせていただきました。 お部屋もお風呂も二人で泊まるには十分な広さで、とてもゆっくり快適に過ごす事ができました。 ホットカーペットもついており、足元が冷える心配もありませんでした。 お食事は、量も多く、新鮮なお刺身や豊後牛のすき焼きもあり、とてもおいしかったです。 また泊まりに来たいと思える旅館でした。,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
53,Jalan,jalan_archive,12228777,2022/2/2,,,,,4,ja,True,facility_wide,風呂,,なつかしい部屋食,誕生祝いを兼ねての夫婦旅行。昔ながらの趣の旅館で風呂につかり部屋で食事をとってとゆったりと過ごせました。接待も丁寧で、関鯖を食べにまた来たいねと話していました。ただ一つ残念だったのが隣の客。話し声笑い声が夜中３時過ぎまで聞こえたこと。楽しさが半減しました。,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
54,Jalan,jalan_archive,12201637,2022/1/12,,,,,4,ja,True,facility_wide,浴;狭,,お料理が素晴らしい。,今回実妹との帰省旅行で はる樹さんに宿泊させて頂きました。 まず到着後館内の案内と説明をして頂いた後 お部屋に案内して頂きました。 案内は女性の方でしたが 説明は分かりますが もう少し笑顔があった方が良かったと思います。 業務感と私達を見る目に値踏みされてるような印象を感じました。 マスクをしている事もあり 余計に目には色々な感情が出やすいと思いますので、悪気はないかとは思いますが 表情にまで気を配られたら なお良いかと思いました。 お部屋は、女性２人で過ごすには 決して広くはなかったですが、 ちょうと良い広さで 洗面所は狭いですが 気になる程では無かったです。 後 夕食は、お部屋担当が男性でしたが 接客も明るく 丁寧で会話も上手でした。料理の内容もさる事ながら、盛り付けも味付けも 繊細で素晴らしかったです。 疲れて冷えた身体に沁みる御味で 大変満足でした。 最後に、翌朝浴室に行くのに2階から階段をおりた右側の角に生けられた花の中に 菊が一輪一緒に生けられておりましが 菊は一般的には 仏花として扱われている花ですよね？ ちょっと、、、 どうなのかなぁ？と思ってしまいました,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
55,Jalan,jalan_archive,12165298,2021/12/27,,,,,5,ja,True,facility_wide,風呂,,別荘的なお宿でゆっくりできました^ - ^,別府の駅からは少し離れた所にありますが、それがかえって良かったです。 お部屋も一組事に完全に離れているので、他の方と顔を合わせる事なく過ごせます。 お風呂も完全個室で良かったです。 強いていうなら、車道沿いに宿があるので車の音が時々気になりますが、点数には響かない程度です。 お食事も美味しく頂け、また再来したいお宿でした^ - ^,https://www.jalan.net/yad397509/kuchikomi/archive/,positive,body_positive,high,body_sentiment_inference_needed
56,Jalan,jalan_archive,12149309,2021/12/16,,,,,4,ja,True,facility_wide,風呂,,ご飯が美味しかったです。,外観は車通りが一定ある道の途中にあり、場所が分からず1度通りすぎてしまう場所にありますが、旅館の中に入ると車通りの音等は一切聞こえず、静かな環境でゆっくりと過ごせました。 部屋食のお料理もとても美味しく、お漬物が美味しく感じました。 旅館の方は若い方々が多いですが、親切な対応をして頂きました。 あえて少し残念だった所を言いますと、客室にあるお風呂への扉が、閉まる際に、大きな音で閉まるため何度も驚いてしまいましたので、扉の調整が可能であると、もう少しゆっくり過ごせそうです。笑 全体的にはまた来たいと思える旅館でした！,https://www.jalan.net/yad397509/kuchikomi/archive/,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
