sample_no,review_id,platform,source_url,review_date,stay_date,language,rating,reviewer,room_or_plan,title,body_excerpt,bath_area_tags,keyword_tags,onsen_related,sample_layer,body_hash,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
278,jalan_archive_05_114,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/5/28,,ja,,,,朝食について,朝食について(サバ)アレルギーであまり食べれなかった。 朝はバイキング料理が良いですね！ チェックアウトが12時でゆっくり出来て良かったです。,unclear,booking_confusion,false,jalan_archive,8b70543ea7ea,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
279,jalan_archive_05_127,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/5/27,,ja,,,,スタッフのおもてなしの心が良かった！,GWの間の平日に伺いました。初めての界ということで楽しみに伺いました。スタッフの方々のおもてなしの気持ちにとても居心地が良かったです。海外のお客様も多く忙しい中、色々楽しませてもらいました。一点、わがままを言うと、初日の晩御飯にご飯（米）が無かったのが残念でした。麺で締めるカタチでしたが少しだけでもご飯があれば良かったなと。他は部屋の温泉も気持ち良く、大浴場,public_bath,public_bath|view,true,jalan_archive,a0605940afe2,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
280,jalan_archive_05_140,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/5/27,,ja,,,,特別室に宿泊しましたが、、、,接客に関しては、とても良かったです。 奮発して特別室を予約。部屋についているお風呂も大きめサイズでのびのび入れました。部屋も広くて快適。 初めての星野リゾートの利用で期待度がかなり上がっていたのですが、料理に関しては普通でした。正直がっかりしました。 あと、食事の際にスタッフを呼び出すチャイムなどがないため、近くに来た時か、配膳時に注文するしかなく不便でした,facility_wide,booking_confusion,true,jalan_archive,1051395ce68b,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
281,jalan_archive_05_153,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/5/26,,ja,,,,さすが界,母（88歳）の最後の帰省に親孝行として界を選びました。各地の星野施設にお世話になりましたが、ここはTOPクラス。ハキハキした若いスタッフの接客、豊富な催し。連泊の中で料理はやや期待外れ４点、部屋は海に面した大きな窓は景観含め抜群。露天風呂は景観が見えず使い勝手もイマイチ。大浴場は清潔感もありよしよし。寝具はOK。問題なのは朝食、夕食もさることならず、朝食は重,open_air_public_bath|public_bath,cleaning_or_maintenance|open_air_public_bath|public_bath|view,true,jalan_archive,e1797d68a6a9,mixed,body_negative_with_context,high,body_sentiment_inference_needed
282,jalan_archive_05_166,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/5/25,,ja,,,,流石の星野リゾート界を実感,今まで、何回か「星野リゾート界」を利用しましたが、今回も期待を裏切らないクオリティで、満足でした。何より料理が、手が込んでいて、素晴らしい内容でした。ちょっとした手の加え方で、料理がこんなに映えるのだと改めて感心しました。館内イベントも色々あり、温泉街の雰囲気を楽しむ趣向で、面白く感じました。ただ、もう少し規模があれば、申し分ないとは、思いました。スタッフの,facility_wide,,true,jalan_archive,5dafefe63fa4,positive,body_positive,high,body_sentiment_inference_needed
283,jalan_archive_05_179,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/5/21,,ja,,,,さすがでした。感服！,星野リゾート2回目ですが、1回目の御礼がありました。 事細やかな配慮からスタート、あとはもう文句なしです！ 夕食会場の雰囲気、お部屋のロケーションが抜群。 界シリーズの次に期待を抱かせてくれる、ひとときでした！,unclear,,false,jalan_archive,ed1eaf163645,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
284,jalan_archive_05_192,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/5/16,,ja,,,,急なトラブルにもていねいな対応,夕飯時、私が具合が悪くなった時に、そっとブランケットやティッシュを用意してくれたり、発熱した時も体温計を頼んだら冷えピタも持ってきてくれたり。などと、心遣いが嬉しかったです。体調不良でしたので100%満喫は出来ませんでしたが、ホテルの皆様のおもてなしや設備等素晴らしく、ここに来てよかったなと感じました。ありがとうございました。,unclear,,false,jalan_archive,1bcb8c8de243,positive,body_positive,high,body_sentiment_inference_needed
285,jalan_archive_05_205,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/5/11,,ja,,,,スタッフの方の笑顔のおもてなしが最高でした,食事の時、お料理を出していただくタイミングやスタッフの方の雰囲気が素敵でした。もちろんお料理も全部美味しかったです。室内の照明がもう少し明るいといいかなぁとも思いました。,unclear,,false,jalan_archive,275423e45e36,positive,body_positive,high,body_sentiment_inference_needed
286,jalan_archive_05_218,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/5/11,,ja,,,,全てにおいて5つ星,「大変満足」以外の言葉が見つからないくらい、おもてなしが徹底していました。部屋・食事・温泉どれをとっても大変満足です。 また行きたい！と思えるサービス・設備でした。,facility_wide,,true,jalan_archive,2a7718dfa820,positive,body_positive,high,body_sentiment_inference_needed
287,jalan_archive_05_231,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/5/8,,ja,,,,おもてなしの宿です,従業員の皆さんの気配りは素晴らしい。こちらからの要望を全ての従業員さんが共有されていて、お気遣いいただいた。ゴールデンウイークにもかかわらず肌寒い日だったので暖房を使いたかったが、エアコンの不備でかなわなかった。設備チェックはきちんとしてほしい。部屋の作りがあまりに安っぽく驚いた。洗面所の扉は簡易的に作られた印象。高級宿と認識しての宿泊だったが、ホテルとして,unclear,water_texture,false,jalan_archive,dd2b8b543553,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
288,jalan_archive_05_244,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/5/1,,ja,,,,プラン通りの内容で良かった！,記念日プランを予約して宿泊しましたが、その通りの内容で良かったです。 夕食後、部屋にドライフラワー箱&ミニケーキ箱を届けて頂き、写真も撮ってもらい帰る際に記念のアルバムを頂けたことは、大変、良い記念日(結婚記念日)となりました。 接客・サービスは、もちろん温泉に関しましてもここち良く癒されました。 改めて清められた感じがしました。,facility_wide,booking_confusion,true,jalan_archive,2136acfc62d5,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
289,jalan_archive_05_257,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/4/29,,ja,,,,別府湾を望むオーシャンビューとプチ夜店体験が楽しめる宿,食事なし一人旅での宿泊でした 部屋は柿渋色３壁面に囲まれ1面ビューガラスから開かれた海を望む、まるで洞窟の中、自然に包まれている感覚になれ落ち着けました 夕方からは館内広場で温泉街の夜店や懐かしいゲームを楽しめる催しもあり、湯遍路温泉案内コンシェルジュのうんちくを聞き、訪れる温泉を決めることができました 温泉は塩分炭酸水素泉 やや低温とやや熱めの湯、露天風呂,open_air_public_bath,open_air_public_bath|view,true,jalan_archive,07bc8a456573,positive,body_positive,high,body_sentiment_inference_needed
290,jalan_archive_05_270,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/4/21,,ja,,,,心使いが最高,今回は、義理の妹と義理の母の還暦と米寿のお祝いでお邪魔しました。 夕食後のデザートのお祝いメッセージに二人ともとても喜んで(*^_^*)ました。部屋も最上階の角部屋で最高でした。,unclear,,false,jalan_archive,ed7d8f5fb0cc,positive,body_positive,high,body_sentiment_inference_needed
291,jalan_archive_05_283,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/4/15,,ja,,,,さすが星野リゾート、想像以上に大満足でした。,今回、初めて星野リゾートを利用させていただきました。温泉が好きなので界を選びました。さすが星野リゾート！と思う場面がたくさんありました。まずスタッフさんの対応です。どなたも会う度に笑顔で挨拶してくださり、気持ちよく接してくださいました。お迎えもサッと来てくださり案内もしていただきました。帰りは事前精算ができて混雑時でもスムーズに帰ることができました。お部屋も,public_bath|room_open_air_bath,booking_confusion|crowding|open_air_public_bath|public_bath|room_open_air_bath,true,jalan_archive,e525cf372c92,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
292,jalan_archive_05_296,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/4/9,,ja,,,,温泉気持ちよかったです！,界めぐり8箇所目です。 今回もゆったり、のんびりすごさせていただきました！ウェルカムドリンクのスパークリングワインのサービスは嬉しいものですね！ 相変わらず、スタッフさんの対応はよく安心感しかありません。 他のお客様がグラスを割ってしまった側にいたのですが、さっと対応され、お客様への心配り流石でした。 毎回思うのですが、お風呂など混み合う事がなく、ゆっくりと,facility_wide,booking_confusion,true,jalan_archive,5d7bcfc1f33a,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
293,jalan_archive_05_309,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/3/19,,ja,,,,はじめての界,評判通りいいお宿でした。スタッフさんの対応も素晴らしく、食事もとてもおいしかったです。夜のアクティビティも懐かしい感じがしてとても楽しかったです。また行きたいと思える宿でした。,unclear,,false,jalan_archive,870a8d620a4b,positive,body_positive,high,body_sentiment_inference_needed
294,jalan_archive_05_322,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/3/14,,ja,,,,新婚旅行で利用しました,チェックインはお部屋でしました。その際に、名前や住所、旅行の目的など書いた後館内の利用方法など教えて貰いました。お部屋は露天風呂付きにしましたが、こちらにして良かったです。海を見ながら音を聞きながら、ゆっくり湯船に浸かる事が出来ました。朝は眺めが良くて最高でした。食事は夕食朝食付きを利用。全て美味しかったです。じゃらんから予約するとグラスのドリンクが1杯無料,room_open_air_bath,booking_confusion|open_air_public_bath|room_open_air_bath|view,true,jalan_archive,0040350452f1,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
295,jalan_archive_05_335,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/3/7,,ja,,,,「おもてなしが最高」これにつきます。,期待していた通り、日常的な生活環境から経験できない優雅で、夢のような貴重な体験をさせてもらいました。,unclear,,false,jalan_archive,72f91f672d03,positive,body_positive,high,body_sentiment_inference_needed
296,jalan_archive_05_348,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/3/6,,ja,,,,期待し過ぎたかな,施設内のドアがどれも重くて、高齢者には負担があります。料理は見た目はいいのですが、これといって美味しいものがありませんでした。星野リゾートという事で、期待し過ぎたのかもしれません。,unclear,,false,jalan_archive,c78f0f1f8ae3,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
297,jalan_archive_05_361,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/3/5,,ja,,,,ぶらり旅,時間のある熟年夫婦には早期予約で、高級ホテルに格安で宿泊できるのは最高です。 このホテルでは若い従業員ばかりでしたが、どの方も最高のおもてなしをしてくださいました！また行きます。,unclear,booking_confusion,false,jalan_archive,81067a91a6ca,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
298,jalan_archive_05_374,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/2/23,,ja,,,,癒されました,朝、夕食事も美味しく温泉も心地よかったです。あいにくの雨で足湯は利用できませんでしたが、雨でも部屋の大きな窓からの雄大な海の景色は素晴らしかったです。晴れていたらもっと素敵だと思います！接客も気持ちの良い接客を下さいました。家族旅行でしたが思い出に残る旅行になりました。,facility_wide,footbath|view,true,jalan_archive,a00c2e4e0c5b,positive,body_positive,high,body_sentiment_inference_needed
299,jalan_archive_05_387,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/2/22,,ja,,,,女房の誕生日旅行,露天風呂付の部屋で 景色も天気も最高でした。 食事も良かったのですが夕食の時間帯が予約通りでない点が残念！ あとベットの所の段差が年配者には少し注意点かなと思いました。 接客等は大変感じが良く楽しい旅行となりました。ありがとうございました。またゆっくり別府散策を兼ねて利用したいです。,room_open_air_bath,booking_confusion|open_air_public_bath|room_open_air_bath|view,true,jalan_archive,1a1e4e28a0e6,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
300,jalan_archive_06_010,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/2/4,,ja,,,,イベントが楽しかったです,ウェルカムドリンクも豪華で、夏祭りのようなイベントがよかったです。 小さい頃やり逃した出し物もできてよかったです。 食事もアレルギー対応してくれてありがとうございました。,unclear,,false,jalan_archive,cb726a0dd3e9,positive,body_positive,high,body_sentiment_inference_needed
301,jalan_archive_06_023,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2024/1/10,,ja,,,,思った通り最高でした,食事もお部屋の景色も部屋も全部良かったです。 娘の成人式もあり、写真のプレゼントやデザートにプレートをつけてくれたりととても嬉しかったです。 強いて言えば、サービスのラーメンを食べれなかったことが残念でした…また宿泊して食べたいです！ ありがとうございました,unclear,view,false,jalan_archive,1dc0f8158f26,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
302,jalan_archive_06_036,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/12/29,,ja,,,,おもてなし最高,今回初めて泊まりましたが、予想以上に素晴らしいホテルでした。お部屋は窓から海が一望できて、眺望に感動しました。畳もこまめに取り替えているのか、緑色の清潔感のある畳でした。露天風呂付きのお部屋でしたので、静けさの中に温泉の水の音だけが聞こえてきて、なんとも風情があり、海を眺めながらゆったりと過ごしました。ホテルに泊まると、エアコンによる乾燥が気になることがあり,room_open_air_bath,cleaning_or_maintenance|open_air_public_bath|room_open_air_bath|view,true,jalan_archive,667f9c3e6373,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
303,jalan_archive_06_049,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/12/28,,ja,,,,客室からの眺めは最高でした,友人と奮発して、以前から行きたかった界に宿泊しました。 話に聞いていた以上に、チェックインからチェックアウトまですべて最高の時間を過ごせました。食事も美味しいし、ホテル内でのサービスも充実していたし、 ベッドも、3人の場合は大体1人はエキストラベッドか布団ですが、全部同じベッドにしていただいて、さらに偶然にも花火大会の日だったので、目の前から見える打ち上げ花,unclear,booking_confusion,false,jalan_archive,7d2512198cf4,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
304,jalan_archive_06_062,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/12/14,,ja,,,,がっかり,両親の記念日に毎年ハイクラスなお宿を選びお祝いしていてこの度初めて星のや界別府様を選びました。当初、高齢で体が不自由な為今年は旅行を諦めようかと考えていましたが星のや界に泊まってみたいと両親が熱望したので予約して伺いました。しかし…体が不自由なので車椅子をお借りしたい旨連絡したくても電話はなかなか繋がらない、、なんどトライしたか…諦めました。その時点でないな,unclear,booking_confusion|view,false,jalan_archive,bedf699c209c,mixed,body_negative_with_context,high,body_sentiment_inference_needed
305,jalan_archive_06_075,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/12/10,,ja,,,,期待以上の満足感,銀婚式のお祝いで夫婦で宿泊しました。チェックインの時、体験コースを分かりやすく説明してくださり、普段はそういった体験を嫌がる夫が参加を希望。ウェルカムドリンクを堪能した後、温泉水を使ったミスト作りを童心に戻った気分で楽しく体験しました。夜の食事も温泉にちなんで桶を利用してのお作りやカボス麺など一品一品が印象的で美味かったです。担当の方が滞在時での困り事などな,public_bath|room_open_air_bath,booking_confusion|footbath|open_air_public_bath|public_bath|room_open_air_bath|view,true,jalan_archive,ee11572a1504,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
306,jalan_archive_06_088,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/11/29,,ja,,,,初めての星野リゾート,今回、初めて星野リゾートを利用させてもらい、その施設の洗練のされ具合やすべてのスタッフの心のこもった対応に大変満足させられた。まず部屋に案内され扉を開けた瞬間、大きな窓全体に海が広がっていて、一気に気持ちが高揚させられる。食事のときも地元の食材や器についても丁寧に説明してくれ、その器が気に入り、翌日それをおみあげとして買いに行ったほどである。すべてにおいて今,unclear,view,false,jalan_archive,734f48950932,positive,body_positive,high,body_sentiment_inference_needed
307,jalan_archive_06_101,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/11/24,,ja,,,,窓からの景色が最高,接客も料理もよかったです。 窓から見える別府湾が絵画のようでした。 特に朝焼けが素晴らしかったです。 のんびりと素敵な時間が過ごせました。 また行きたいです,unclear,booking_confusion|view,false,jalan_archive,0c805259bf06,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
308,jalan_archive_06_114,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/11/20,,ja,,,,最高,初めて宿泊させていただきました 車で到着すると従業員の方が走って来てくださり駐車場の説明を受けました 走ってくる姿に2人とも感動をしました 部屋 接客 清潔感 温泉とても素晴らしいとしか言いようがございません 食事はご当地料理が食べたいと思っていたので近隣のとよ常本店にいきました こちらもとても美味しくいただきました 他県の界グループも行ってみたいと思います,facility_wide,access|cleaning_or_maintenance,true,jalan_archive,6e94318f92c8,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
309,jalan_archive_06_127,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/11/19,,ja,,,,露天風呂から見る朝日が最高でした,認知症の母親を連れて宿泊しました。実家から遠いところで仕事をしているため一年に一回父母を連れて旅行に行っています。昨年より母の認知症はすすんでしまっていましたが、露天風呂から見える別府湾の朝日を見て母が突然歓声をあげました。『綺麗、生きていて良かった』と。界 別府に感謝です。,open_air_public_bath,open_air_public_bath|view,true,jalan_archive,ba5e3a078c6b,positive,body_positive,high,body_sentiment_inference_needed
310,jalan_archive_06_140,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/11/13,,ja,,,,息子と一緒に宿泊,値段が高い分 物凄く期待して行きましたが 夕食とても凝った料理でしたが 大分なのに、豊後牛や関アジ関サバ出て来なくて、がっかりでした。チェックインが遅くなった為 食事が19時30分からだったから食事が終わったときには、夜市とかすでに終わってました!,unclear,,false,jalan_archive,7de647a63653,mixed,body_negative_with_context,high,body_sentiment_inference_needed
311,jalan_archive_06_153,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/11/6,,ja,,,,接客が良かったです,私は左利きなのですが、夕飯のときにそこに気が付いてスプーンの向きを変えくれたのは初めてでした。 普段から左利きはいろいろ面倒な思いをしているのでちょっとした心遣いは嬉しいです。,unclear,,false,jalan_archive,d4cbb780b158,positive,body_positive,high,body_sentiment_inference_needed
312,jalan_archive_06_166,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/11/1,,ja,,,,期待どおりと期待はずれ,部屋ステキでした。眺めも良く、アメニティも素敵でよかったです。 夕食や朝食はどれもおいしく、きれいで。 気になったところ： ①食事の時間が17：30と19：00の２種類しかないのが残念。 ②夫は体格よく、背が183cmなので通常浴衣は2Lとか特大サイズです。で、お部屋係の人が浴衣のサイズを説明してくれて、「要る場合は言ってください」って言われました。「え～！,unclear,booking_confusion|view,false,jalan_archive,7fbd72493918,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
313,jalan_archive_06_179,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/10/22,,ja,,,,部屋からの景色が最高,部屋の壁一面の窓から海が見えて良かった。朝日が最高。夕食は味はもちろん、見た目も素敵な料理ばかりで楽しみました。,unclear,view,false,jalan_archive,97d2005f9909,positive,body_positive,high,body_sentiment_inference_needed
314,jalan_archive_06_192,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/10/18,,ja,,,,部屋からの景色に癒やされました,友達二人と初めて別府界に泊まりました。 あまり期待はしていなかったのですが、思ったよりお部屋が広くお風呂も良かったです！ 食事も担当の方がとても良い接客で、美味しくいただく事ができました。 海を見ながらの足湯もとても気持ち良かっ楽しかったです。 ミスト作りも楽しく、スマートボールにも熱中し友達と満喫しました！ ひとつだけ不満は部屋にあるお水がペットボトルでな,facility_wide,footbath|view,true,jalan_archive,f629ce5de2be,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
315,jalan_archive_06_205,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/10/18,,ja,,,,海が見れてよかった,客室露天風呂がある部屋に泊まりました。海をみて入るお風呂は気持ちよかったです。どの部屋も海沿いのため眺めはいいとです。また、ラーメン作りなど体験もできて良い思い出になりたした。楽しかったです。,room_open_air_bath,open_air_public_bath|room_open_air_bath|view,true,jalan_archive,8161bbc13866,positive,body_positive,high,body_sentiment_inference_needed
316,jalan_archive_06_218,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/10/10,,ja,,,,女子二人の癒やし旅,とにかく、ゆったり・まったり過ごす目的で界に決めました。ウェルカムドリンクのスパークリングワインから幸せ気分 お風呂上がりのアイスキャンディーや柚子茶などの所々の気遣いは満足度アップです。 館内でのイベント等も充実してました、 年に一度は訪れたい宿です。,facility_wide,,true,jalan_archive,b98ece77b163,positive,body_positive,high,body_sentiment_inference_needed
317,jalan_archive_06_231,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/9/30,,ja,,,,ゆっくり女性旅に快適なお宿でした,妹の誕生日に利用させて頂きました。今は別々に生活している家族を年に2回程旅行に行くことで家族が集まる機会をもうけています。 今回のお宿は部屋だけでなくお宿でいろんな体験ができたりアイスや地獄たまごのサービス等もあり楽しく滞在時間があっと言う間に過ぎました。 食事何処も半個室なので美味しいお料理をゆっくり頂けました。 スタッフの方々のお気遣いや対応も良かったで,unclear,booking_confusion,false,jalan_archive,6beab2621783,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
318,jalan_archive_06_244,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/9/30,,ja,,,,スタッフの心遣いに尚更癒されました,一人旅で利用しました。 界シリーズはやはりハズレ無しです。 私の障害のことを言ってないのに 引き継ぎの際に、食事の提供の方にその事を伝えてくれたのか、 話し方も凄く気にかけてくださいました。 皆様の笑顔に癒されて または来年阿蘇、由布院、霧島行くのとても楽しみです！,unclear,,false,jalan_archive,067d20b07d40,positive,body_positive,high,body_sentiment_inference_needed
319,jalan_archive_06_257,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/9/29,,ja,,,,喜寿のお祝い,姉妹で父と母の喜寿のお祝いで旅行しました。 デザートにお祝いのコメントをいただき、心遣いに感激しました^ ^ お料理も見た目が繊細で大変美味しくいただきました。 お友達にもお勧めできる素敵なホテルでした。,unclear,,false,jalan_archive,358b3c50952e,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
320,jalan_archive_06_270,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/9/26,,ja,,,,海が目の前！癒しのおもてなしでした。,本当に海が目の前で、癒されました。 星野リゾートは、こちらで3度目ですが、建物も新しく、おもてなしも行き届いています。 お食事も、ちょうど良いタイミングで出てくるしもちろん量、味共に申し分ありません。 温泉の行き帰りに無料でいただくアイスクリームも、ちょうど良い大きさで美味しかったです。,facility_wide,view,true,jalan_archive,e65e74868957,positive,body_positive,high,body_sentiment_inference_needed
321,jalan_archive_06_283,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/9/25,,ja,,,,申し分ないホテル,母の卒寿のお祝いに、利用させていただきました。 露天風呂付の部屋はとてもステキで、アップグレードのお料理も、とても豪華で、気分があがりました。 記念のお祝いケーキも、可愛くて、とても美味しかったです。記念写真まで、プレゼントしていただき、感激でした。よい思い出ができました。 ありがとうございました 一つ難を言えば、電話がとてもつながりにくくて、苦労しました。,room_open_air_bath,open_air_public_bath|room_open_air_bath,true,jalan_archive,a7499c9d1aa0,positive,positive_signal_no_caution,medium,body_sentiment_inference_needed
322,jalan_archive_06_296,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/9/23,,ja,,,,すべてにおいて癒やされました,星野リゾートの界には以前から泊まってみたかったのですが、どこも2人で１部屋ばかりで、1人では宿泊できませんでした。たまたまじゃらんを見ていたら別府が１人でも予約できるとということで、早速予約しました。最初にホテルについたとき、入り口がわからなかったのですが、スタッフの方が３～４人外に立っていて出迎えてくださいました。名前を告げるとルームキーを渡してくださり、,open_air_public_bath,booking_confusion|open_air_public_bath|view,true,jalan_archive,5827d3b6114f,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
323,jalan_archive_06_309,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/9/21,,ja,,,,食事が美味しい 部屋からの景色、室内のインテリアがとても良い,施設内で履く草履が歩きにくかったですが、その他大浴場やお風呂上がりに涼む場所、無料のアイス、飲み物、手湯、足湯は最高でした。ご当地楽もとても楽しめました。部屋からの景色も窓が大きかったので全面に海が見えて癒されました。ホテル近くの道も散歩しやすい道でした。今まではただ宿泊するだけの目的でホテルを利用していましたが今回はホテルで過ごす時間を楽しむ目的で選びまし,public_bath,booking_confusion|footbath|public_bath|view,true,jalan_archive,9ceb92eeb241,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
324,jalan_archive_06_322,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/9/18,,ja,,,,界に期待しすぎました,出産前最後の旅行で利用させていただきました。お部屋は高層階で眺めはとってもよく満足でしたが、問題はベッドで、なにか匂うな？と思ったら枕がとっても臭かったです。。ツインの部屋で、枕が全部で4個ありましたが全て同じ匂いで非常に残念でした。縁日等の催しはとても楽しく、楽しませてもらいましたが、それに合わせて夕食の時間が17:30からととても早く、そのあとの時間を選,unclear,booking_confusion|view,false,jalan_archive,be0922661c6c,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
325,jalan_archive_06_335,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/9/18,,ja,,,,界・素敵でした,星のリゾート初体験、本当に素敵でした。 設備、接客、お料理、どれも素晴らしく、心地よく癒されました。界シリーズ、他も是非訪れたいです。 駐車場だけ、スペース狭く残念でした。,unclear,access,false,jalan_archive,5c255db9c322,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
326,jalan_archive_06_348,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/9/16,,ja,,,,初界,初めてのホテル界。おもてなしが他のホテルにはない感じでよかった。部屋チェックインは楽で、ウェルカムドリンクのスパークリングは嬉しかった。足湯も最高で、次回は、ビールを注文したい。夕食は、豪華で、見た目にも綺麗で味も最高。朝食も少しずつ綺麗な盛り付けで美味しかった。牛乳がないのは残念だった。温泉も最高だが、露天風呂に手すりがないのは、高齢の親は連れて行けないと,open_air_public_bath,footbath|open_air_public_bath,true,jalan_archive,98c8f8d3aedd,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
327,jalan_archive_06_361,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/9/15,,ja,,,,初めての星野リゾート満足しました。,ホテル全体清潔で、料理も美味しく、スタッフの対応も良く、大変満足しました。しかし部屋のベットの幅が狭かった。おそらく3人対応で、本来は3ベット置くのでしょう。1枚硝子は確かに景色は最高でした。 最後に私の勘違いかもしれませんが、一ヵ月前でもキャンセルすると料金が100%はなんとかして頂きたいです。他のホテルは段階的にキャンセル料を取ってます。そうしないと病気,unclear,booking_confusion|cleaning_or_maintenance|view,false,jalan_archive,db2368c0cd4f,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
328,jalan_archive_06_374,Jalan,https://www.jalan.net/yad352850/kuchikomi/archive/,2023/9/14,,ja,,,,部屋の露天風呂が良かった,部屋の露天風呂の景色が最高だった。いつでも適温で入れるので何度も入った。 お料理も美味しく、特に刺身が甘い醤油と合っていて見た目もとても綺麗だった。 結婚記念日と伝えると写真をプレゼントして頂き嬉しかった。 冷蔵庫に冷水ポットが入っていたけど、ペットボトルの方が良かった。 翌朝、体操を申し込みしたが、2日後のチェックイン後に予約されていたが、係の方がヨガマッ,room_open_air_bath,booking_confusion|open_air_public_bath|room_open_air_bath|view,true,jalan_archive,790e4441652b,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
